lemma	pos	totaal	Delft	Deux	Leuven	Luther	SV1657	woordvormen
dragen	VRB	2276	318	444	420	346	748	[dragen. 13]; [ghedragen 14]; [gehedraghen 1]; [droech 94]; [Draegt 4]; [draegh 1]; [Draghet 3]; [Dragende 1]; [ghedraghen 170]; [dragende 59]; [Draeght 10]; [draech 1]; [Draecht 15]; [draeght 133]; [dragende. 1]; [draget 17]; [draghent 1]; [dragense 1]; [dragent 1]; [gedragen. 2]; [dragen 714]; [droege 4]; [draghen 500]; [gedraghen 5]; [draecht 109]; [draghende. 1]; [draghen. 3]; [draeghen 1]; [ghedragen. 1]; [droegen 145]; [ghedraghen. 2]; [Draget 1]; [droeghen 56]; [draghende 65]; [droechen 1]; [droegen. 2]; [droecht 5]; [draegt 62]; [draghet 25]; [droegh 29]; [droeg 3]
dragen	VRB_PRN	10	1	3	0	5	1	[droegense 5]; [dragense 1]; [droeghense 3]; [draghense 1]
drager	NOU	13	1	4	1	3	4	[draghers 5]; [drager 1]; [dragers 7]
drank	VRB	12	3	3	3	0	3	[drancse 1]; [drancke 2]; [drancs 2]; [drancken 6]; [dranck. 1]
drank	NOU	369	30	63	67	41	168	[dranc. 1]; [dranc 42]; [drancks 15]; [drancke 2]; [Dranck 1]; [drancs 3]; [drancken 5]; [dlanck 1]; [dranck. 2]; [dranck 295]; [drank 2]
drankoffer	VRB	72	0	12	1	28	31	[drank-offeren 1]; [dranckofferen 7]; [drancofferen 3]; [dranckoffer 2]; [drancofren 1]; [dranck-offeren 58]
drankoffer	NOU	145	0	51	5	39	50	[dranck-offers 4]; [dranckofferen 2]; [dranckoffers 3]; [dranckoffer 47]; [Dranck-offer 2]; [dranck-offer 72]; [drancoffer 5]; [dranck-offeren 10]
dree	NOU	15	1	8	0	2	4	[droeh 1]; [dreuest 1]; [Edrehi 1]; [Edrei 12]
dreef	VRB_PRN	16	2	5	0	5	4	[dreefse 16]
dreef	NOU	16	1	4	3	1	7	[drevense 1]; [dreuen 5]; [dreef. 1]; [dreve 1]; [dreven 2]; [dreef 6]
dreigement	NOU	233	0	0	6	67	160	[dreygementen 121]; [dreygement 68]; [dreygements 3]; [Dreygement 32]; [dreyghementen 6]; [Dreygementen 3]
dreigen	NOU	52	3	11	1	20	17	[ghedreyghet 1]; [dreygt. 1]; [dreyghens 1]; [Dreycht 1]; [ghedreychde 1]; [Dreygt 1]; [dreygt 1]; [ghedreycht 1]; [dreyge 2]; [gedreyghde 6]; [Dreygen 2]; [dreycht 3]; [dreygden 1]; [dreighede 1]; [dreyghet 1]; [dreygen 15]; [dreyght 1]; [gedreyght. 1]; [dreychdese 1]; [dreyghtse 2]; [Dreyght 2]; [dreyghen 2]; [dreichde 1]; [dreygde 3]
dreigen	ADJ	11	0	1	0	2	8	[gedreyghde 7]; [dreygen 3]; [ghedreychde 1]
dreigen	VRB	400	7	70	24	62	237	[ghedreighet 1]; [dreygt. 1]; [dreyghden. 1]; [gedreycht 5]; [dreygen. 1]; [Dreycht 2]; [dreighen 1]; [dreyget 1]; [Dreygt 1]; [gedreygt 7]; [gedreygt. 1]; [dreygdese 1]; [dreygt 25]; [dreyghedese 1]; [ghedreycht 17]; [dreygende 14]; [dreyge 1]; [dreychden 2]; [Dreyghen 1]; [gedreyghde 2]; [dreyghes 1]; [dreycht 33]; [dreygest 1]; [ghedreyght 1]; [drieghen 1]; [dreygden 1]; [dreychde 6]; [dreyghet 3]; [dreyghden 4]; [dreyghde 8]; [dreygen 46]; [dreyght 105]; [gedreyght. 2]; [dreychdese 1]; [dreighende 1]; [dreyghende 6]; [dreyghen 16]; [gedreyght 70]; [dreygde 8]
dreiging	NOU	53	3	13	3	2	32	[dreighinghe 1]; [dreyginge 24]; [dreygingen 8]; [dreyghinghe 4]; [dreyginghe 1]; [dreyghinghen 7]; [Dreyginge 3]; [dreyghingen 3]; [dreyghinge 2]
drek	NOU	131	10	49	20	13	39	[drec 7]; [drecs 5]; [Dreck 3]; [drecks 1]; [dreck 113]; [drecke 2]
drekgod	NOU	56	0	0	0	0	56	[dreckgoden 55]; [dreck-goden 1]
drelen	PRN	35	0	35	0	0	0	[derseluen 35]
drelen	NELOC	28	0	10	0	7	11	[derseluen 1]; [Delila 27]
drenken	VRB	80	1	20	6	24	29	[Gedrenckt 1]; [drencten 1]; [drenckten 2]; [drenckte 4]; [gedrenct 1]; [drencken 45]; [gedrencket 1]; [ghedranct 1]; [drenckede 1]; [gedrenckt 16]; [drenckt 7]
drenken	NOU	15	0	6	0	4	5	[drencktese 1]; [drenckten 1]; [drencte 1]; [gedrenckt. 1]; [drenckte 7]; [drencktse 1]; [ghedrencket 2]; [drenckest 1]
drent	ART_NOU	156	0	0	156	0	0	[Dlant 2]; [dlant 154]
drent	NOU	172	1	0	171	0	0	[Dlant 3]; [dlant 168]; [drant 1]
drent	NELOC	16	0	0	16	0	0	[dlant 16]
dricht	ADJ	10	0	0	10	0	0	[dlicht 6]; [Dlicht 4]
dricht	ART_NOU	24	6	0	18	0	0	[dlicht 17]; [tlicht 7]
dricht	VRB	31	11	0	20	0	0	[dlicht 20]; [tlicht 10]; [Tlicht 1]
dricht	ADV	24	10	0	14	0	0	[dlicht 14]; [tlicht 9]; [Tlicht 1]
dricht	NOU	20	3	0	17	0	0	[dlicht 16]; [tlicht 2]; [Dlicht 1]; [tlicht. 1]
drie	NEPER	13	1	7	1	1	3	[dryer 2]; [drij 1]; [drie 3]; [dry 6]; [drien 1]
drie	ADV	68	0	9	2	1	56	[dryer 6]; [drij 2]; [drie 54]; [dry 4]; [Drie 2]
drie	NUM	3636	447	586	499	1083	1021	[drijen 6]; [Drij 6]; [drie. 1]; [dryer 6]; [drij 425]; [drietje 1]; [DRie 4]; [drye 52]; [Drye 2]; [Dry 19]; [drie 2435]; [drijer 1]; [driuen 4]; [drije 23]; [dry 509]; [Drie 57]; [dryen 28]; [drien 56]; [DRy 1]
driehonderd	NUM	48	3	5	23	17	0	[drijhondert 22]; [Driehondert 1]; [driehondert 5]; [drie-hondert 15]; [dryhondert 5]
driejarig	ADJ	29	0	6	2	8	13	[Drie-jarigen 1]; [dryiarighe 2]; [driejarige 6]; [dryeiarighe 2]; [drijiarighe 1]; [drie-jarige 7]; [drijiarige 1]; [drie-jarigen 3]; [driejarigen 2]; [dryiarige 1]; [dryiarigen 1]; [dryjarige 2]
driemaal	ADV	78	0	28	13	32	5	[driemal 1]; [Drie-mael 2]; [dryemael 3]; [Driemael 3]; [Drymael 5]; [drymael 20]; [drie-mael 22]; [DRiemael 1]; [driemael 8]; [drijmael 12]; [Drijmael 1]
drievoudig	ADJ	12	1	1	1	4	5	[drievuldigh 2]; [drie-voudigh 1]; [drievoudigh 4]; [drievoudige 2]; [drieuoudich 1]; [dryuoudich 1]; [drijvoudich 1]
drievuldigheid	NOU	89	0	1	25	52	11	[Dryeuuldicheyt 1]; [Drievuldigheyt 25]; [dryvuldigheyt 1]; [Drie-vuldigheyt 35]; [drijuuldicheyts 2]; [Drie-vuldicheyt 1]; [drieuuldicheyts 18]; [drijuuldicheyt 1]; [dryuuldicheyts 1]; [driuuldicheyts 3]; [Dryvuldigheyt 1]
drijven	VRB	793	14	181	49	222	327	[Gedreven 1]; [drijven 161]; [ghedreven 3]; [drijue 6]; [drijven. 2]; [dryvende 1]; [drijuen 67]; [gedreuen 7]; [Drijft 31]; [dreeven 1]; [dreevense 1]; [gedreven 161]; [drijfft 1]; [drijve 10]; [dreuen 14]; [ghedreuen 59]; [drijuende 4]; [drijvet 3]; [Drijf 1]; [drijvende 6]; [dreven 35]; [dreef 81]; [drijft 137]
drijven	NUM	20	1	15	3	0	1	[drijuent 1]; [drijvinge 1]; [drijuen 15]; [drijfst 1]; [dreuen 1]; [drijfse 1]
drijven	NOU	41	0	23	3	0	15	[dryuen 1]; [drijvinge 14]; [Drijfft 1]; [drijuen 17]; [drijfst 2]; [drijvense 1]; [ghedreuen 4]; [Drijf 1]
drijver	NOU	47	0	10	4	16	17	[drijven 6]; [drijvers 14]; [Drijver 1]; [drijuers 8]; [drijuer 6]; [Drijvers 2]; [Drijven 1]; [drijver 9]
dringen	NOU	14	0	4	0	3	7	[dringde 1]; [drongen 6]; [gedrongen 2]; [Dringen 3]; [dringhest 2]
dringen	VRB	147	12	50	13	42	30	[dringhet 2]; [dringhen 9]; [dronghen 13]; [dringhende 1]; [dranc 19]; [dringen 33]; [drongen 8]; [dringe 1]; [gedrongen 5]; [dringt 31]; [dringhense 1]; [dringht 9]; [gedronghen 1]; [ghedronghen 6]; [drongh 1]; [dringet 4]; [drenghen 3]
dringen	VRB?	21	0	0	0	6	15	[gedrongen 21]
drinkbeker	NOU	81	0	27	0	0	54	[Drincbeker 5]; [Drinckbeker 19]; [drinckbekers 5]; [drincbeker 2]; [drinckbekeren 1]; [drinckbeker 49]
drinken	NEPER	10	1	3	0	4	2	[Drinc 1]; [drincket 2]; [drinckens 2]; [Drincket 5]
drinken	VRB	1835	262	338	403	327	505	[droncken 147]; [drinket 1]; [Drinckt 16]; [drinckent 1]; [drincke 63]; [drinkende 1]; [ghedrencken 1]; [drinckt 121]; [drincket 23]; [drinct 67]; [drinckende 52]; [drinckest 1]; [drinc 1]; [gedroncken 93]; [drincken. 6]; [drinct. 1]; [Drincke 1]; [ghedroncken 126]; [Drinct 10]; [drincket. 1]; [ghedronken 2]; [Drincken 4]; [drincke. 2]; [gedroncken. 1]; [ghedroncken. 2]; [gedronken 2]; [drincken 1069]; [drinckende. 2]; [drincste 1]; [dronck 6]; [drinken 6]; [drinckene 2]; [dranck 2]; [drinck 1]
drinkvat	NOU	16	0	8	0	4	4	[drinck-vaten 4]; [drincvats 1]; [drinckvaets 2]; [drinckvaten 9]
droef	ADJ	29	3	2	11	0	13	[droeue 11]; [droeve 12]; [droef 5]; [droever 1]
droef	NOU	11	5	0	5	0	1	[droeue 2]; [drouer 1]; [drouen 3]; [droever 1]; [droeuen 3]; [droeuer 1]
droefenis	NOU	301	8	61	4	125	103	[droefnisse 6]; [droeffenisse. 2]; [droefnissen 1]; [droeffenis 1]; [droefenisse 3]; [droeffenisse 243]; [droeffenissen 39]; [droffenisse 1]; [Droeffenisse 5]
droefheid	NOU	275	32	25	56	5	157	[droefhede 1]; [droefheit. 3]; [droeffheyt 7]; [droeftheit 1]; [droefhyt 1]; [droefheyts 2]; [droefheyt 223]; [droefheydt 4]; [droefheyt. 5]; [droefheit 28]
droelen	VRB	16	0	3	13	0	0	[nederuallende 14]; [nederuallest 2]
droesem	NOU	23	1	6	0	6	10	[droessem 9]; [Droessem 1]; [droesemen 1]; [druesemen 1]; [droesem 11]
droeven	VRB	16	11	1	4	0	0	[droeue 6]; [drouen 2]; [drouende 6]; [droeuen 1]; [drouende. 1]
droeven	NOU	17	9	1	6	0	1	[droefhett 1]; [droefheden. 1]; [droefheden 14]; [Droefheden 1]
droevig	ADJ	145	8	22	45	6	64	[droeuich 66]; [droevigh 44]; [droevige 15]; [droevighs 1]; [droevigen 10]; [droeuige 2]; [droeuighe 3]; [droeuighen 3]; [droeuigher 1]
drog	NOU	21	5	3	2	4	7	[droechse 8]; [droegse 3]; [drooghs 5]; [droochs 2]; [droogs 1]; [droeghse 2]
drog	ADJ	13	3	2	0	2	6	[droechse 4]; [droegse 1]; [drooghs 5]; [droochs 1]; [droogs 1]; [droeghse 1]
droge	NOU	14	13	0	0	0	1	[drogen 10]; [droguen 1]; [droghense 3]
drogen	VRB	64	30	5	4	8	17	[gedrooghde 1]; [droogen 7]; [drooghden 1]; [drooghdese 1]; [ghedrooghet 1]; [gedrooght 3]; [droocht 2]; [droogt 1]; [droghen 24]; [droogde 2]; [drooghen 9]; [drooght 5]; [drogen 3]; [gedroogt 3]; [droeght 1]
drogen	NOU	30	20	7	1	2	0	[droghent 5]; [drogent 1]; [droegender 1]; [droochde 3]; [droeghent 2]; [droghen 9]; [droochdese 1]; [droegent 2]; [droecheden 5]; [droogdese 1]
drom	VRB	10	10	0	0	0	0	[drome 10]
drom	NOU	12	10	0	0	0	2	[drome 9]; [drom 1]; [Drom 1]; [drome. 1]
drom	ADJ	11	11	0	0	0	0	[drome 11]
dromen	VRB	307	7	73	48	72	107	[droomet 1]; [ghedroomt 14]; [gedroemt. 1]; [droomt 15]; [dromen 4]; [droomden 7]; [droomende 2]; [dromen. 1]; [droomde 17]; [droom 11]; [droomde. 1]; [gedroemt 1]; [gedroomt 33]; [droome 1]; [droomen 192]; [Droomen 6]
dromer	NOU	24	3	4	4	8	5	[dromer 1]; [Droomers 1]; [dromers 2]; [droomer 12]; [droomers 8]
dronk	ADJ	10	1	3	2	2	2	[dronck. 1]; [droncke 6]; [droncken. 1]; [dronck 1]; [dronckens 1]
dronk	NOU	62	2	5	3	27	25	[Dronck 1]; [dronckenen 10]; [dronckenre 1]; [dronken 1]; [dronk 1]; [dronck 48]
dronkaard	NOU	45	0	5	5	12	23	[dronckaerts 24]; [Dronckaerts 1]; [dronckaert 20]
dronken	ADJ	270	26	62	53	47	82	[droncken 244]; [Droncken 4]; [dronckene 19]; [dronken 2]; [droncker 1]
dronkenschap	NOU	90	14	8	12	10	46	[dronckenschap 56]; [dronckenschappen 3]; [Dronckenschap 7]; [dronckenschaps 1]; [dronckenscap 21]; [dronckenscappen 2]
droog	ADJ	322	25	35	47	81	134	[dooghe 1]; [droogen 5]; [droechste 2]; [Droegh 1]; [drooge 119]; [drooch 7]; [Droghe 1]; [droogh 25]; [droge 5]; [droog 1]; [Drooge 2]; [drooghen 8]; [drogen 4]; [drooghe 61]; [droghe 16]; [droogue 1]; [droegh 63]
droog	VRB	16	0	3	3	4	6	[drooge 11]; [drooghe 3]; [droeghe 2]
droogheid	NOU	17	12	1	4	0	0	[droecheit. 1]; [droocheyt 2]; [droecheit 10]; [Droocheyt 2]; [droocheyts 1]; [Droecheit 1]
droogte	NOU	65	1	1	10	8	45	[droogte 3]; [drooghte 44]; [Drooghte 2]; [drooghten 2]; [droochten 2]; [droechte 1]; [Droogte 2]; [droochte 9]
droom	NOU	514	51	94	80	99	190	[droomense 1]; [dromen 10]; [dromen. 1]; [droemen 1]; [droom 377]; [droom. 1]; [drooms 32]; [Dromen 1]; [droem 37]; [Droom 2]; [droome 2]; [droem. 2]; [droomen 46]; [Droomen 1]
drop	NOU	37	1	19	3	2	12	[druppen 33]; [drop 3]; [droppen 1]
drossaat	NOU	15	1	0	14	0	0	[Drossaten 1]; [drossate 1]; [drossaten 13]
druif	VRB	55	0	12	22	6	15	[druyven 20]; [druyve 1]; [druyff 1]; [druyuen 32]; [druyf 1]
druif	NOU	120	3	14	18	23	62	[druyven 70]; [druyve 12]; [druyue 4]; [Druyven 2]; [druue 3]; [Druyuen 1]; [druyuen 12]; [Druyue 1]; [druyf 15]
druig	ADJ	11	11	0	0	0	0	[drouich 8]; [drouige 2]; [druuich 1]
druipen	VRB	63	11	1	18	18	15	[druypen 25]; [ghedropen 2]; [druype 1]; [droop 2]; [gedropen 1]; [dropen 4]; [druypte 3]; [druyppen 2]; [drupen 9]; [druypten 1]; [druypende 4]; [druyppende 2]; [druypt 7]
druk	ADJ	12	1	6	4	0	1	[drukker 10]; [druck 2]
druk	NOU	66	4	29	14	1	18	[drucks 5]; [druk 24]; [Drucken 1]; [drucken 3]; [Druk 3]; [Druck 5]; [drukken 4]; [drucs 1]; [drucke 6]; [druc 2]; [druck 11]; [drucx 1]
drukheid	NOU	15	0	5	10	0	0	[Dronckenheyt 2]; [dronckenheydt 1]; [dronckenheyt 11]; [dronckenheijt 1]
drukken	VRB	256	16	34	39	26	141	[gedruckt 31]; [drucken. 2]; [Gedruct 2]; [drucken 97]; [ghedruct 14]; [druckte 8]; [druckten 4]; [drucket 1]; [drucktese 1]; [druct 5]; [druckede 1]; [Ghedruct 3]; [drukken 6]; [gedrucket 1]; [druckt 40]; [gedrukte 1]; [Ghedruckt 4]; [Gedruckt 7]; [ghedruckte 1]; [gedruckte 3]; [druckende 1]; [gedrukt 17]; [gedruct 2]; [ghedruckt 4]
drukker	NOU	12	1	8	3	0	0	[druckers 1]; [drukkers 3]; [drukker 2]; [Drucker 6]
druppel	NOU	68	1	6	19	13	29	[druppele 1]; [druppe 4]; [druppelen 27]; [droppelen 21]; [droppel 8]; [druppel 7]
druppen	NOU	10	0	3	0	1	6	[druppeden 1]; [druppet 4]; [druppede 3]; [Druppet 2]
druppen	VRB	31	2	13	2	4	10	[ghedrupt 1]; [druppe 1]; [drupet 1]; [drupte 1]; [drupten 2]; [gedrupt 1]; [druppen 11]; [droppen 3]; [drupt 5]; [druppede 3]; [druppende 1]; [drupede 1]
dubbel	ADV	71	18	14	14	9	16	[dobbel 45]; [dubbbel 1]; [dobbele 1]; [dubbel 14]; [dubbelt 10]
dubbel	ADJ	154	25	18	39	21	51	[dobbelde 4]; [dobbel 79]; [dubble 2]; [dubbelen 1]; [dubbele 11]; [dubbeler 1]; [dubbelder 3]; [dubbelde 14]; [dobbele 28]; [dobbelen 3]; [dubbel 5]; [Dubbele 1]; [dubbelt 2]
duel	ADV	169	154	0	15	0	0	[tvolc 168]; [tvolc. 1]
duel	PRN	40	24	0	16	0	0	[tvolc 40]
duel	ART_NOU	76	69	0	7	0	0	[sduuels 1]; [tvolc 72]; [tvolcs 1]; [tvolc. 2]
duel	VRB	28	26	0	2	0	0	[duuel 1]; [duuelle 1]; [tvolc 25]; [tvolc. 1]
duel	NEPER	10	6	0	4	0	0	[Duels 4]; [tvolc 3]; [duels 3]
duel	NOU	82	45	0	37	0	0	[duuels 1]; [sduuels 1]; [duuel 10]; [Tvolc 2]; [tvolc 68]
duel	NEPER?	13	13	0	0	0	0	[tvolc 13]
duidelijk	ADV	26	4	5	3	1	13	[duydelick 13]; [duidelijk 10]; [duidelijker 1]; [duydtlick 1]; [duydelijck 1]
duidelijk	ADJ	33	1	6	1	6	19	[duydelijcken 1]; [duydelick 15]; [duidelijke 2]; [duydelicke 5]; [duidelijk 1]; [duidelijker 1]; [duydtlick 2]; [duydelijcke 1]; [duydlicke 1]; [duydelijck 4]
duiden	VRB	194	1	5	1	33	154	[duydende 9]; [geduyt 2]; [duydet 6]; [geduydt 25]; [duydde 1]; [duydden 1]; [duydt 18]; [duiden 2]; [Duydende 1]; [duyden 129]
duiden	NOU	44	0	1	0	2	41	[duydde. 1]; [duyden’t 3]; [duydense 1]; [duydden 1]; [duydt 5]; [duyden 33]
duiding	NOU	11	0	4	0	6	1	[Duydinge 2]; [duydinghe 2]; [duydinghen 1]; [duydinge 6]
duien	NOU	12	11	1	0	0	0	[gheduydt 1]; [duuen 6]; [duue. 5]
duif	VRB	15	0	6	8	0	1	[duyuen 14]; [duyven. 1]
duif	NOU	181	0	32	36	41	72	[duyve 55]; [duyven 50]; [Duyuen 2]; [duyuen 28]; [Duyve 8]; [Duyue 3]; [duyue 35]
duim	NOU	72	2	36	10	12	12	[datmen 1]; [Datmen 28]; [dume 1]; [DAtmen 1]; [Dume 1]; [duym 24]; [duymen 14]; [duyme 1]; [Duym 1]
duim	CON_PRN	1114	267	426	317	7	97	[Datmen 1]; [datmen 1113]
duim	PRN_PRN	13	3	3	6	0	1	[datmen 13]
duister	ADJ	165	1	35	15	42	72	[duuster 1]; [duysterder 2]; [duystere 54]; [duyster 103]; [duysterer 5]
duister	ADV	10	0	5	0	2	3	[duyster 10]
duister	NOU	37	1	12	2	12	10	[Duyster 3]; [duusteren 1]; [duyster 33]
duisteren	ADJ	17	0	11	1	4	1	[duysteren 17]
duisterheid	NOU	40	4	4	17	1	14	[duysterheyt 35]; [duysterheden. 1]; [duisterheit 1]; [duysterheit 1]; [duysterheden 2]
duisternis	NOU	740	22	133	146	145	294	[duysternisse 568]; [duusternisse 3]; [Duysterniss 1]; [duyster-nisse 1]; [duysterenisse 1]; [dusternisse 1]; [duusternissen 4]; [duysternisse. 1]; [duysternis 3]; [duijsternissen 1]; [duisternisse 1]; [Duysternisse. 1]; [Duysternissen 2]; [Duysternisse 22]; [duysternissen 130]
duisternis	ADJ	16	1	1	6	2	6	[duysternissse 1]; [duysternisse 7]; [duusternissen 1]; [duysternisse. 1]; [duysternissen 6]
duits	NOU	52	0	11	11	28	2	[Duytschen 15]; [Duits 3]; [duyts 1]; [duytssche 1]; [Duytsch 17]; [duytsch 11]; [duyetse 1]; [duytschen 3]
duits	ADJ	95	26	7	43	13	6	[Duitse 14]; [Duytschen 2]; [Duytsch 1]; [duytscher 2]; [Duytsche 20]; [doetste 12]; [duutsche 1]; [Duytssche 5]; [duytsche 36]; [duytschen 2]
duits	ADV	30	0	12	1	17	0	[Duydtschen 1]; [Duytschen 5]; [doetst 1]; [Duytsch 19]; [duytsch 3]; [Duyts 1]
duivel	NOU	872	0	185	103	203	381	[duijuelen 1]; [Duyvel 133]; [duyuels 22]; [duyvels. 1]; [duyuel. 1]; [Duyuelsch 1]; [sduyuels 1]; [Duyuelen 52]; [duyvel. 1]; [duyve-len 1]; [duyvel 179]; [Duyvelen 60]; [duyvelen 89]; [Duyuels 29]; [Duyvels 27]; [duyuel 67]; [duyuelsch 1]; [Duyuel 91]; [duyuelen 22]; [duyvels 93]
duivel	VRB	30	0	6	23	0	1	[duyuel 3]; [Duyuelen 6]; [duyvel 1]; [duyuelen 20]
duivelen	VRB	14	0	0	0	4	10	[duyvelen 10]; [Duyvelen 4]
duivels	ADJ	26	1	5	5	5	10	[duyuels 1]; [duyuelsche 5]; [duyvelsche 7]; [Duyuelsch 1]; [Duyuels 2]; [Duyvels 1]; [Duyuelsche 1]; [duivelse 1]; [duyvelsch 6]; [duyvels 1]
duizend	ADV	39	0	10	5	6	18	[duysendt 1]; [duysend 1]; [duysenden 5]; [duysent 32]
duizend	NOU	168	7	12	31	25	93	[duysenden 156]; [dusenden 12]
duizend	NEPER	22	0	5	3	5	9	[duysenden 1]; [duysent 21]
duizend	NUM	3355	532	683	633	665	842	[duisent 1]; [dusent 528]; [du-sent 1]; [duysendt 154]; [duysent 2657]; [duizend 1]; [Duysent 9]; [duy-sent 1]; [Dusent 1]; [duyst 2]
duizendmaal	ADV	11	0	4	2	4	1	[duysentmael 7]; [duysent-mael 4]
duizentig	NUM	25	13	0	12	0	0	[dusentich 15]; [duysentich 10]
dulden	VRB	14	0	6	0	5	3	[geduldet 1]; [ghedult 5]; [dulden 7]; [duldende 1]
dunken	VRB?	32	10	8	14	0	0	[ghedocht 32]
dunken	VRB	450	87	84	87	104	88	[ghedogheste 1]; [Dunct 2]; [gedochte 1]; [gedoghet 1]; [ghedoecht 5]; [docht 33]; [gedoget 3]; [gedoecht 3]; [dunckt 92]; [Ghedoocht 1]; [ghedoghet 3]; [Duncken 2]; [doecht 4]; [dunct 60]; [dochten 8]; [duncket 17]; [duncken 117]; [ghedochte 3]; [ghedoocht 5]; [doocht 2]; [dunct. 1]; [ghedoget 2]; [dochte 79]; [Dunckt 5]
dunken	NOU	13	10	1	0	2	0	[Duncket 1]; [gedoecht 1]; [ghedoghet 3]; [doecht 2]; [dochten 1]; [doch-te 1]; [ghedoocht 1]; [doocht 1]; [ghedoget 2]
duren	VRB	442	23	113	53	114	139	[geduyrt 1]; [duerende 24]; [duerden 1]; [duerde 38]; [durende 6]; [duyrde 1]; [duere 10]; [duert 222]; [duren. 1]; [duren 13]; [dueren 124]; [dueret 1]
durven	VRB	250	29	74	12	69	66	[dorste 96]; [dorfden 1]; [durfden 1]; [dorsschet 1]; [dorften 1]; [derf 90]; [dorfte 2]; [durf 1]; [dorschet 3]; [dorf 2]; [durven 24]; [durfde 9]; [durft 1]; [derfde 5]; [durvende 4]; [dorfde 2]; [dorft 2]; [dorven 5]
dusdaan	ADJ	12	12	0	0	0	0	[dustane 1]; [Dusdane 2]; [dustanen 2]; [dusdanen 1]; [Dustane 1]; [dusdane 5]
dusdanig	ADJ	63	22	3	1	3	34	[dusdanighen 4]; [dustanigher 1]; [dusdanighe 5]; [dusdanigh 5]; [dustanigen 1]; [Dusdanige 12]; [dusdanigher 1]; [dusdaniger 1]; [dustanighe 5]; [dusdanigen 3]; [dustanighen 6]; [dusdanich 1]; [Dusdanigh 4]; [dusdanige 14]
duurte	NOU	43	0	8	1	18	16	[Dierte 2]; [dierste 1]; [dierte 40]
dwaan	VRB	69	59	0	10	0	0	[dwae 1]; [dwaen 39]; [dwater 10]; [dwaen. 4]; [dwaet 2]; [dwoghen 5]; [dwoech 8]
dwaan	NOU	26	7	1	18	0	0	[dwae 2]; [dwater 19]; [dwaen. 1]; [dwoeghen 1]; [dwaent 1]; [dwaet 2]
dwaas	ADJ	147	0	28	26	19	74	[dwase 99]; [dwaesachste 1]; [Dwaes 1]; [dwasen 11]; [dwaes 32]; [Dwase 2]; [Dwasen 1]
dwaas	NEPER	13	0	3	7	1	2	[Dwaes 1]; [dwaes 3]; [dwasen 7]; [Dwasen 2]
dwaas	NOU	273	0	70	63	29	111	[dwase 17]; [dwase. 1]; [dwaser 7]; [dwasen 131]; [dwaserie 1]; [dwaset 1]; [dwaes 109]; [Dwasen 4]; [dvvaes 2]
dwaas	VRB	43	2	9	13	5	14	[dwaes 38]; [dwasen 5]
dwaasheid	NOU	315	2	66	44	62	141	[dwasheyt 2]; [dwasheit 1]; [dwaesheydt 9]; [dvvaesheyt 1]; [dwaesheit 2]; [dwaesheden 1]; [dwaesheyts 2]; [dwaesheyt 291]; [Dwaesheyt 6]
dwalen	VRB	227	20	54	12	36	105	[Dwalen 1]; [dwalen 84]; [dwalet 2]; [dvvalen 1]; [gedwaelt 14]; [dwaeldt 1]; [Dwaelt 1]; [dwaelde 8]; [dwalende 69]; [dwaelden 9]; [ghedwaelt 8]; [dwalen. 1]; [dwaelt 28]
dwaling	NOU	178	12	25	12	22	107	[Dwalinge 1]; [dwalingen 50]; [dwaselinghen 1]; [dwalinghe 34]; [dwalinghe. 1]; [dwalinghen 7]; [dwalinge 84]
dwang	NOU	39	4	7	3	11	14	[dwangh 22]; [dwanck 9]; [dwanckse 1]; [dwanc 3]; [dwang 1]; [dwanghe 2]; [dwangse 1]
dwaselijk	ADJ	12	0	2	4	3	3	[dwaeslick 3]; [dwaselijck 4]; [dwaeslijck 1]; [dwaselijc 1]; [dwaesselick 1]; [dwaesselijck 1]; [dwaselick 1]
dwaselijk	ADV	10	0	0	2	2	6	[dwaeslick 4]; [dwaselijck 2]; [dwaeselijck 1]; [dwaesselijck 1]; [dwaselick 2]
dwerg	ART_NOU	17	0	0	17	0	0	[dwelc 2]; [tvolck 15]
dwerg	NOU	292	2	2	287	1	0	[Dwelc 2]; [dwerck 17]; [dwelc 34]; [Dwergen 1]; [tvolck 228]; [dwerc 6]; [twerck 4]
dwerg	PRN	55	1	1	23	13	17	[Dwelc 12]; [dwelc 6]; [tvolck 5]; [twerc 1]; [twelck 31]
dwerg	ADJ	33	0	1	32	0	0	[dwelc 28]; [Dwelc 5]
dwerg	VRB	21	3	0	18	0	0	[dwelc 17]; [twerc 3]; [dwerc 1]
dwerg	CON	20	0	0	20	0	0	[dwelc 17]; [Dwelc 2]; [dvvelc 1]
dwingen	VRB	247	43	32	40	53	79	[ghedwonghen 31]; [dwonghen 11]; [ghedwogen 1]; [dwinget 2]; [dwinghen 22]; [gedwongen 49]; [dvvingt 1]; [dwongh 2]; [dwinght 8]; [Dwingen 1]; [dwingen. 1]; [dwinghet 5]; [ghedwogen. 2]; [dwingen 45]; [ghedwonghen. 1]; [dwonge 1]; [dwanck 1]; [dwanc 7]; [dwingt 16]; [dwinghende 1]; [gedwonghen 1]; [dwingende 2]; [dwongen 23]; [Dwinght 3]; [gedwongenen 1]; [dwancken 3]; [ghedwongen 6]
